,character,line #,line
131,RIPLEY,131,"Burke, just tell me one thing.
That you're going out there to
kill them.  Not study.  Not bring
back.  Just burn them out...clean
...forever."
132,BURKE,132,That's the plan.  My word on it.
133,RIPLEY,133,All right.  I'm in.
134,RIPLEY,134,"And you my dear, are staying
right here."
135,SPUNKMEYER,135,"Arrgh.  I'm getting too old for
this shit."
136,DRAKE,136,"They ain't payin' us enough
for this."
137,DIETRICH,137,"Not enough to have to wake up
to your face, Drake."
138,DRAKE,138,"Suck air.  Hey, Hicks...you look
like I feel."
139,HUDSON,139,This floor's freezing.
140,APONE,140,"Christ.  I never saw such a
buncha old women.  You want me
to fetch your slippers, Hudson?"
141,HUDSON,141,"Would you, Sir?"
142,HUDSON,142,"Hey, Vasquez...you ever been
mistaken for a man?"
143,VASQUEZ,143,No.  Have you?
144,FROST,144,"Hey, hand job, you take my
towel?"
145,SPUNKMEYER,145,"I need some slack, man.  How
come they send us straight back
out like this?  We got some slack
comin', man."
146,HICKS,146,You just got three weeks.
147,SPUNKMEYER,147,"I mean breathing, not this frozen
shit."
148,DIETRICH,148,"Yeah, 'Top'...what about it?"
149,APONE,149,You know it ain't up to me.
150,APONE,150,"Awright!  Let's knock off the
grabass.  First assembly's in
fifteen...let's shag it."
151,VASQUEZ,151,Who's the fresh meat again?
152,FERRO,152,"She's supposed to be some kinda
consultant...
(exaggerated)
...She was an alien once."
153,HUDSON,153,Whoooah!  No shit?  I'm impressed.
154,APONE,154,Let's go...let's go.  Cycle through!
155,HUDSON,155,"Hey, 'Top.'  What's the op?"
156,APONE,156,"Rescue mission.  There's some
juicy colonists' daughters we
gotta rescue from virginity."
157,SPUNKMEYER,157,"Shee-it.  Dumbass colonists.
What's this crap supposed to be?"
158,WIERZBOWSKI,158,"Cornbread, I think.  Hey, I wouldn't
mind getting me some more a
that Arcturan poontang.  Remember
that time?"
159,HICKS,159,"Looks like that new Lieutenant's
too good to eat with us grunts."
160,WIERZBOWSKI,160,"Yeah.  Got a corn cob up his ass,
definitely."
161,BISHOP,161,"I'm sorry you feel that way
about Synthetics, Ripley."
162,RIPLEY,162,"You never said anything about an
android being here!  Why not?"
163,BURKE,163,"Well, it didn't occur to me.  It's
been policy for years to have a
synthetic on board."
164,BISHOP,164,"I prefer the term 'artificial person'
myself.  Is there a problem?"
165,BURKE,165,"A synthetic malfunctioned on her
last trip out.  Some deaths were
involved."
166,BISHOP,166,I'm shocked.  Was it an older model?
167,BURKE,167,Cyberdyne Systems 120-A/2.
168,BISHOP,168,"Well, that explains it.  The
A/2's were always a bit twitchy.
That could never happen now with
out behavioral inhibitors.  Impossible
for me to harm or, by omission of
action, allow to be harmed a
human being."
169,BISHOP,169,More cornbread?
170,RIPLEY,170,"Just stay away from me, Bishop!
You got that straight?"
171,WIERZBOWSKI,171,"She don't like the cornbread
either."
172,APONE,172,Tench-hut!
173,GORMAN,173,"At ease.  I'm sorry we didn't
have time to brief before we
left Gateway but..."
174,HUDSON,174,Sir?
175,GORMAN,175,"Yes, Hicks?"
176,HUDSON,176,"Hudson, Sir.  He's Hicks."
177,GORMAN,177,What's the question?
178,HUDSON,178,"Is this going to be a stand-up
fight, Sir, on another bug-hunt?"
179,GORMAN,179,"All we know is that there's
still no contact with the colony
and that a xenomorph may be
involved."
180,WIERZBOWSKI,180,A what?
181,HICKS,181,It's a bug-hunt.
182,HICKS,182,So what are these things?
183,RIPLEY,183,"I've dictated what I know on
these."
184,APONE,184,Tease us a bit.
185,SPUNKMEYER,185,Yeah...previews.
186,RIPLEY,186,"Okay.  It's important to understand
this organism's life cycle.  It's
actually two creatures.  The first
form hatches from a spore...a sort
of large egg, and attaches itself
to its victim.  Then it injects
an embryo, detaches and dies.
It's essentially a walking sex organ.
The --"
187,HUDSON,187,"Sounds like you, Hicks."
188,RIPLEY,188,"The embryo, the second form, hosts
in the victim's body for several
hours.  Gestating.  Then it..."
189,RIPLEY,189,"...then it...emerges.  Moults.
Grows rapidly --"
190,VASQUEZ,190,I only need to know one thing.
191,RIPLEY,191,Yes?
192,VASQUEZ,192,Where they are.
193,DRAKE,193,Yo!  Vasquez.  Kick ass!
194,VASQUEZ,194,Anytime.  Anywhere.
195,HUDSON,195,"Somebody said alien...she
thought they said illegal alien
and signed up."
196,VASQUEZ,196,Fuck you.
197,HUDSON,197,Anytime.  Anywhere.
198,RIPLEY,198,"Am I disturbing you conversation
Mr. Hudson?"
199,RIPLEY,199,"I hope you're right.  I really
do."
200,BURKE,200,"I suggest you study the disks
Ripley has been kind enough to
prepare for you."
201,GORMAN,201,Are there any questions?  Hudson?
202,HUDSON,202,"How do I get out of this
chicken-shit outfit?"
203,GORMAN,203,"All right.  I want this to go
smooth and by the numbers.  I
want DCS and tactical database
assimilation by 0830."
204,GORMAN,204,"Ordnance loading, weapons strip and
drop-ship prep details will have
seven hours..."
205,BISHOP,205,"Attention.  This concluded final
maneuvering operations.  Thank
you for your cooperation.  You
may resume work."
206,BURKE,206,Still nothing from the colony?
207,GORMAN,207,Dead on all channels.
208,FROST,208,"Clear, please."
209,HUDSON,209,Excuse me.
210,RIPLEY,210,"I feel like a fifth wheel
here.  Is there anything I can
do?"
211,APONE,211,"I don't know.  Is there anything
you can do?"
212,RIPLEY,212,"I can drive that loader.  I've
got a Class Two rating.  My
latest career move."
213,RIPLEY,213,Where you want it?
214,APONE,214,"Let's move it, girls!  On
the ready line.  Let's go,
let's go."
215,HUDSON,215,"I am ready, man.  Ready to get
it on.  Check-it-out.  I am the
ultimate badass...state of the
badass art.  You do not want to
fuck with me.  Hey, Ripley, don't
worry.  Me and my squad of
ultimate badasses will protect you.
Check-it-out..."
216,HUDSON,216,"Independently targetting
particle-beam phalanx.  VWAP!
Fry half a city with this puppy.
We got tactical smart-missles,
phased-plasma pulse-rifles,
RPG's.  We got sonic eeelectronic
ballbreakers, we got nukes, we
got knives...sharp sticks --"
217,HICKS,217,Save it.
218,HUDSON,218,"Sure, Hicks."
219,BURKE,219,Here we go.
220,FERRO,220,"Initiate release sequencer on my
mark.  Three.  Two.  One.  Mark!"
221,FERRO,221,Switching to DCS ranging.
222,SPUNKMEYER,222,"Two-four-o.  Nominal to profile.
Picking up some hull ionization."
223,FERRO,223,Got it.  Rough air ahead.
224,FERRO,224,Stand by for some chop.
225,RIPLEY,225,"How may drops is this for you,
Lieutenant?"
226,GORMAN,226,Thirty-eight...simulated.
227,VASQUEZ,227,How many combat drops?
228,GORMAN,228,"Well...two.  Three, including
this one."
229,FERRO,229,"Turning on final.  Coming around to
a seven-zero-niner.  Terminal
guidance locked in.  Where's
the damn beacon?"
